Case_ID,Person_ID,Age_Group,Last_Latitude,Last_Longitude,Last_Seen_Time,Day,Weather,Usual_Area,Average_Distance,Average_Speed,Previous_Area,Time_Since_Last_Seen,Target_Area
CASE_IND_0266,PERSON_IND_0266,Teen (13-17),28.545822,77.049039,2026-09-01 00:53:41,Tuesday,Clear,Cyber City Gurgaon,3.09,30.72,Connaught Place Hub,9.1,Dwarka Sector 21
CASE_IND_0267,PERSON_IND_0267,Adult (36-60),28.654478,77.223179,2026-08-29 10:54:12,Saturday,Clear,Hauz Khas Village,6.38,40.06,Dwarka Sector 21,71.1,Connaught Place Hub
CASE_IND_0268,PERSON_IND_0268,Adult (36-60),28.5624,77.102346,2026-08-29 19:04:50,Saturday,Clear,Cyber City Gurgaon,14.62,7.87,Aerocity Hub,62.9,Aerocity Hub
CASE_IND_0269,PERSON_IND_0269,Young Adult (18-35),28.551127,77.330767,2026-08-30 10:49:34,Sunday,Foggy,Aerocity Hub,3.69,42.62,Connaught Place Hub,47.2,Noida Sector 18
CASE_IND_0270,PERSON_IND_0270,Child (5-12),28.541395,77.036004,2026-08-30 07:13:36,Sunday,Windy,Dwarka Sector 21,4.13,38.39,Dwarka Sector 21,50.8,Dwarka Sector 21
CASE_IND_0271,PERSON_IND_0271,Child (5-12),28.559681,77.339926,2026-08-30 18:08:01,Sunday,Foggy,Noida Sector 18,11.47,29.87,Noida Sector 18,39.9,Noida Sector 18
CASE_IND_0272,PERSON_IND_0272,Young Adult (18-35),28.578763,77.326439,2026-08-30 00:53:15,Sunday,Clear,Noida Sector 18,17.79,31.42,Hauz Khas Village,57.1,Noida Sector 18
CASE_IND_0273,PERSON_IND_0273,Young Adult (18-35),28.513468,77.087589,2026-08-30 13:51:08,Sunday,Clear,Dwarka Sector 21,9.93,9.34,Cyber City Gurgaon,44.1,Cyber City Gurgaon
CASE_IND_0274,PERSON_IND_0274,Young Adult (18-35),28.54171,77.141171,2026-08-31 16:11:47,Monday,Windy,Hauz Khas Village,1.72,34.26,Hauz Khas Village,17.8,Aerocity Hub
CASE_IND_0275,PERSON_IND_0275,Child (5-12),28.48472,77.104992,2026-08-31 12:06:27,Monday,Rainy,Cyber City Gurgaon,13.97,30.09,Cyber City Gurgaon,21.9,Cyber City Gurgaon
CASE_IND_0276,PERSON_IND_0276,Young Adult (18-35),28.510652,77.084694,2026-08-30 12:06:28,Sunday,Rainy,Cyber City Gurgaon,11.84,14.99,Noida Sector 18,45.9,Cyber City Gurgaon
CASE_IND_0277,PERSON_IND_0277,Senior (60+),28.553926,77.065777,2026-09-01 09:29:44,Tuesday,Overcast,Hauz Khas Village,3.77,35.44,Dwarka Sector 21,0.5,Dwarka Sector 21
CASE_IND_0278,PERSON_IND_0278,Adult (36-60),28.574928,77.31227,2026-08-29 11:17:18,Saturday,Windy,Noida Sector 18,7.17,30.39,Noida Sector 18,70.7,Noida Sector 18
CASE_IND_0279,PERSON_IND_0279,Young Adult (18-35),28.556507,77.32285,2026-08-30 05:11:07,Sunday,Rainy,Aerocity Hub,18.14,44.56,Noida Sector 18,52.8,Noida Sector 18
CASE_IND_0280,PERSON_IND_0280,Young Adult (18-35),28.567714,77.043459,2026-08-29 13:00:38,Saturday,Rainy,Cyber City Gurgaon,15.82,44.1,Cyber City Gurgaon,69.0,Dwarka Sector 21
CASE_IND_0281,PERSON_IND_0281,Adult (36-60),28.555906,77.112345,2026-08-31 22:54:02,Monday,Clear,Aerocity Hub,9.13,16.3,Dwarka Sector 21,11.1,Aerocity Hub
CASE_IND_0282,PERSON_IND_0282,Adult (36-60),28.580163,77.321769,2026-08-29 12:05:49,Saturday,Windy,Noida Sector 18,17.87,17.87,Aerocity Hub,69.9,Noida Sector 18
CASE_IND_0283,PERSON_IND_0283,Young Adult (18-35),28.562159,77.215128,2026-08-29 22:24:07,Saturday,Clear,Hauz Khas Village,7.72,13.08,Dwarka Sector 21,59.6,Hauz Khas Village
CASE_IND_0284,PERSON_IND_0284,Adult (36-60),28.640259,77.196122,2026-08-30 08:45:00,Sunday,Foggy,Connaught Place Hub,10.84,23.59,Noida Sector 18,49.2,Connaught Place Hub
CASE_IND_0285,PERSON_IND_0285,Young Adult (18-35),28.483363,77.109911,2026-09-01 07:02:56,Tuesday,Foggy,Cyber City Gurgaon,12.65,11.8,Hauz Khas Village,3.0,Cyber City Gurgaon
CASE_IND_0286,PERSON_IND_0286,Senior (60+),28.555373,77.116223,2026-08-30 16:39:02,Sunday,Overcast,Aerocity Hub,16.3,22.41,Cyber City Gurgaon,41.3,Aerocity Hub
CASE_IND_0287,PERSON_IND_0287,Young Adult (18-35),28.544545,77.220536,2026-08-30 11:32:30,Sunday,Overcast,Hauz Khas Village,2.77,5.29,Hauz Khas Village,46.5,Hauz Khas Village
CASE_IND_0288,PERSON_IND_0288,Adult (36-60),28.567648,77.060004,2026-08-29 22:45:16,Saturday,Rainy,Dwarka Sector 21,17.94,39.18,Hauz Khas Village,59.2,Dwarka Sector 21
CASE_IND_0289,PERSON_IND_0289,Young Adult (18-35),28.573095,77.131161,2026-08-31 07:48:28,Monday,Clear,Aerocity Hub,4.9,38.35,Dwarka Sector 21,26.2,Aerocity Hub
CASE_IND_0290,PERSON_IND_0290,Senior (60+),28.567398,77.197388,2026-08-30 19:16:10,Sunday,Clear,Cyber City Gurgaon,8.99,29.91,Hauz Khas Village,38.7,Hauz Khas Village
CASE_IND_0291,PERSON_IND_0291,Senior (60+),28.556194,77.065979,2026-08-30 01:16:13,Sunday,Foggy,Cyber City Gurgaon,11.69,3.91,Dwarka Sector 21,56.7,Dwarka Sector 21
CASE_IND_0292,PERSON_IND_0292,Child (5-12),28.558493,77.124343,2026-08-29 22:17:41,Saturday,Rainy,Connaught Place Hub,7.86,32.26,Aerocity Hub,59.7,Aerocity Hub
CASE_IND_0293,PERSON_IND_0293,Young Adult (18-35),28.554239,77.112606,2026-08-29 13:45:10,Saturday,Clear,Dwarka Sector 21,10.94,36.39,Aerocity Hub,68.2,Aerocity Hub
CASE_IND_0294,PERSON_IND_0294,Adult (36-60),28.475784,77.113354,2026-08-30 18:03:18,Sunday,Overcast,Dwarka Sector 21,6.33,30.68,Hauz Khas Village,39.9,Cyber City Gurgaon
CASE_IND_0295,PERSON_IND_0295,Young Adult (18-35),28.536327,77.080536,2026-08-30 16:43:44,Sunday,Foggy,Noida Sector 18,17.76,4.47,Dwarka Sector 21,41.3,Dwarka Sector 21
CASE_IND_0296,PERSON_IND_0296,Young Adult (18-35),28.460159,77.077127,2026-08-30 11:34:23,Sunday,Overcast,Cyber City Gurgaon,8.24,16.05,Hauz Khas Village,46.4,Cyber City Gurgaon
CASE_IND_0297,PERSON_IND_0297,Young Adult (18-35),28.633883,77.2004,2026-08-29 18:27:23,Saturday,Windy,Dwarka Sector 21,14.93,14.01,Connaught Place Hub,63.5,Connaught Place Hub
CASE_IND_0298,PERSON_IND_0298,Senior (60+),28.646238,77.243324,2026-08-29 11:34:52,Saturday,Foggy,Connaught Place Hub,17.18,22.56,Noida Sector 18,70.4,Connaught Place Hub
CASE_IND_0299,PERSON_IND_0299,Adult (36-60),28.613063,77.225542,2026-08-30 04:44:47,Sunday,Windy,Hauz Khas Village,15.29,16.06,Connaught Place Hub,53.3,Connaught Place Hub
CASE_IND_0300,PERSON_IND_0300,Young Adult (18-35),28.563256,77.113325,2026-08-31 06:22:12,Monday,Foggy,Aerocity Hub,14.23,31.43,Hauz Khas Village,27.6,Aerocity Hub
CASE_IND_0301,PERSON_IND_0301,Teen (13-17),28.63123,77.247221,2026-08-30 06:02:46,Sunday,Rainy,Cyber City Gurgaon,1.85,8.56,Connaught Place Hub,52.0,Connaught Place Hub
CASE_IND_0302,PERSON_IND_0302,Adult (36-60),28.558628,77.192682,2026-08-30 21:16:07,Sunday,Rainy,Hauz Khas Village,2.94,22.77,Connaught Place Hub,36.7,Hauz Khas Village
CASE_IND_0303,PERSON_IND_0303,Adult (36-60),28.491666,77.07271,2026-08-31 01:15:47,Monday,Windy,Cyber City Gurgaon,3.37,19.4,Dwarka Sector 21,32.7,Cyber City Gurgaon
CASE_IND_0304,PERSON_IND_0304,Teen (13-17),28.551868,77.058627,2026-08-30 03:39:51,Sunday,Windy,Dwarka Sector 21,14.65,15.25,Hauz Khas Village,54.3,Dwarka Sector 21
CASE_IND_0305,PERSON_IND_0305,Teen (13-17),28.543944,77.072312,2026-08-31 03:58:00,Monday,Clear,Dwarka Sector 21,17.65,3.57,Dwarka Sector 21,30.0,Dwarka Sector 21
CASE_IND_0306,PERSON_IND_0306,Adult (36-60),28.508108,77.054325,2026-08-29 15:12:26,Saturday,Windy,Connaught Place Hub,14.6,17.83,Dwarka Sector 21,66.8,Dwarka Sector 21
CASE_IND_0307,PERSON_IND_0307,Young Adult (18-35),28.582728,77.129915,2026-08-29 20:26:46,Saturday,Rainy,Cyber City Gurgaon,12.85,37.54,Dwarka Sector 21,61.6,Aerocity Hub
CASE_IND_0308,PERSON_IND_0308,Young Adult (18-35),28.538703,77.158949,2026-08-31 02:34:01,Monday,Rainy,Aerocity Hub,3.71,44.25,Cyber City Gurgaon,31.4,Aerocity Hub
CASE_IND_0309,PERSON_IND_0309,Young Adult (18-35),28.560616,77.324363,2026-08-29 20:52:41,Saturday,Clear,Noida Sector 18,8.26,28.47,Noida Sector 18,61.1,Noida Sector 18
CASE_IND_0310,PERSON_IND_0310,Teen (13-17),28.50266,77.090004,2026-08-29 21:40:35,Saturday,Windy,Hauz Khas Village,7.85,9.48,Hauz Khas Village,60.3,Cyber City Gurgaon
CASE_IND_0311,PERSON_IND_0311,Young Adult (18-35),28.541298,77.112765,2026-08-31 12:45:17,Monday,Rainy,Aerocity Hub,12.86,20.72,Hauz Khas Village,21.2,Aerocity Hub
CASE_IND_0312,PERSON_IND_0312,Teen (13-17),28.559814,77.050897,2026-08-30 00:58:13,Sunday,Foggy,Dwarka Sector 21,12.42,20.76,Dwarka Sector 21,57.0,Dwarka Sector 21
CASE_IND_0313,PERSON_IND_0313,Young Adult (18-35),28.615835,77.22468,2026-08-31 13:52:49,Monday,Overcast,Connaught Place Hub,10.29,5.73,Hauz Khas Village,20.1,Connaught Place Hub
CASE_IND_0314,PERSON_IND_0314,Child (5-12),28.558475,77.043672,2026-08-30 00:25:23,Sunday,Rainy,Aerocity Hub,12.51,3.77,Dwarka Sector 21,57.6,Dwarka Sector 21
CASE_IND_0315,PERSON_IND_0315,Adult (36-60),28.48285,77.069195,2026-08-31 22:11:08,Monday,Overcast,Cyber City Gurgaon,1.78,22.39,Hauz Khas Village,11.8,Cyber City Gurgaon
CASE_IND_0316,PERSON_IND_0316,Teen (13-17),28.511911,77.099838,2026-08-30 16:28:55,Sunday,Overcast,Hauz Khas Village,13.1,38.09,Connaught Place Hub,41.5,Aerocity Hub
CASE_IND_0317,PERSON_IND_0317,Adult (36-60),28.538316,77.232267,2026-08-30 06:05:33,Sunday,Clear,Dwarka Sector 21,7.45,43.95,Aerocity Hub,51.9,Hauz Khas Village
CASE_IND_0318,PERSON_IND_0318,Young Adult (18-35),28.529411,77.121629,2026-08-29 20:02:36,Saturday,Overcast,Aerocity Hub,8.57,30.53,Cyber City Gurgaon,62.0,Aerocity Hub
CASE_IND_0319,PERSON_IND_0319,Young Adult (18-35),28.567186,77.095576,2026-08-31 15:34:31,Monday,Foggy,Aerocity Hub,14.06,3.96,Dwarka Sector 21,18.4,Aerocity Hub
CASE_IND_0320,PERSON_IND_0320,Young Adult (18-35),28.53217,77.206234,2026-08-31 14:56:37,Monday,Foggy,Cyber City Gurgaon,13.89,5.46,Dwarka Sector 21,19.1,Hauz Khas Village
CASE_IND_0321,PERSON_IND_0321,Adult (36-60),28.544581,77.034226,2026-08-31 18:06:49,Monday,Overcast,Aerocity Hub,14.74,32.45,Dwarka Sector 21,15.9,Dwarka Sector 21
CASE_IND_0322,PERSON_IND_0322,Child (5-12),28.542095,77.026757,2026-08-29 22:55:51,Saturday,Foggy,Noida Sector 18,15.1,18.53,Noida Sector 18,59.1,Dwarka Sector 21
CASE_IND_0323,PERSON_IND_0323,Teen (13-17),28.508106,77.107296,2026-08-29 11:16:59,Saturday,Overcast,Aerocity Hub,3.11,39.36,Connaught Place Hub,70.7,Cyber City Gurgaon
CASE_IND_0324,PERSON_IND_0324,Teen (13-17),28.557925,77.06819,2026-08-31 02:38:21,Monday,Rainy,Dwarka Sector 21,12.71,6.4,Connaught Place Hub,31.4,Dwarka Sector 21
CASE_IND_0325,PERSON_IND_0325,Young Adult (18-35),28.636778,77.19877,2026-08-30 19:03:33,Sunday,Overcast,Cyber City Gurgaon,13.71,37.95,Connaught Place Hub,38.9,Connaught Place Hub
CASE_IND_0326,PERSON_IND_0326,Adult (36-60),28.578892,77.327871,2026-08-30 00:00:07,Sunday,Rainy,Cyber City Gurgaon,7.17,26.76,Connaught Place Hub,58.0,Noida Sector 18
CASE_IND_0327,PERSON_IND_0327,Adult (36-60),28.564065,77.32224,2026-08-31 13:11:46,Monday,Windy,Dwarka Sector 21,5.21,29.71,Noida Sector 18,20.8,Noida Sector 18
CASE_IND_0328,PERSON_IND_0328,Adult (36-60),28.584165,77.345348,2026-09-01 07:36:41,Tuesday,Foggy,Noida Sector 18,9.16,5.05,Hauz Khas Village,2.4,Noida Sector 18
CASE_IND_0329,PERSON_IND_0329,Senior (60+),28.590378,77.3248,2026-08-31 11:41:06,Monday,Rainy,Noida Sector 18,14.98,38.62,Hauz Khas Village,22.3,Noida Sector 18
CASE_IND_0330,PERSON_IND_0330,Adult (36-60),28.561714,77.150342,2026-08-31 00:44:45,Monday,Overcast,Cyber City Gurgaon,8.28,19.16,Aerocity Hub,33.3,Aerocity Hub
CASE_IND_0331,PERSON_IND_0331,Adult (36-60),28.537578,77.1742,2026-09-01 06:09:02,Tuesday,Foggy,Aerocity Hub,4.42,29.36,Hauz Khas Village,3.8,Hauz Khas Village
CASE_IND_0332,PERSON_IND_0332,Senior (60+),28.651733,77.224022,2026-09-01 07:14:02,Tuesday,Rainy,Aerocity Hub,15.69,12.57,Connaught Place Hub,2.8,Connaught Place Hub
CASE_IND_0333,PERSON_IND_0333,Young Adult (18-35),28.497752,77.103804,2026-08-31 10:46:13,Monday,Rainy,Cyber City Gurgaon,13.69,12.11,Cyber City Gurgaon,23.2,Cyber City Gurgaon
CASE_IND_0334,PERSON_IND_0334,Adult (36-60),28.544883,77.048562,2026-08-29 22:47:59,Saturday,Windy,Connaught Place Hub,12.83,15.38,Dwarka Sector 21,59.2,Dwarka Sector 21
CASE_IND_0335,PERSON_IND_0335,Young Adult (18-35),28.582926,77.329705,2026-08-29 16:43:18,Saturday,Overcast,Aerocity Hub,4.98,26.06,Hauz Khas Village,65.3,Noida Sector 18
CASE_IND_0336,PERSON_IND_0336,Senior (60+),28.584081,77.093736,2026-08-30 08:16:50,Sunday,Foggy,Hauz Khas Village,8.63,41.49,Hauz Khas Village,49.7,Aerocity Hub
CASE_IND_0337,PERSON_IND_0337,Adult (36-60),28.643015,77.203777,2026-08-30 20:21:52,Sunday,Rainy,Hauz Khas Village,10.72,27.03,Connaught Place Hub,37.6,Connaught Place Hub
CASE_IND_0338,PERSON_IND_0338,Young Adult (18-35),28.565119,77.112113,2026-08-29 18:02:52,Saturday,Foggy,Aerocity Hub,12.71,15.14,Aerocity Hub,64.0,Aerocity Hub
CASE_IND_0339,PERSON_IND_0339,Senior (60+),28.519688,77.091154,2026-08-31 02:01:01,Monday,Clear,Cyber City Gurgaon,14.55,15.05,Hauz Khas Village,32.0,Cyber City Gurgaon
CASE_IND_0340,PERSON_IND_0340,Senior (60+),28.516629,77.097235,2026-08-30 12:39:17,Sunday,Foggy,Cyber City Gurgaon,17.08,20.14,Cyber City Gurgaon,45.3,Cyber City Gurgaon
CASE_IND_0341,PERSON_IND_0341,Young Adult (18-35),28.552481,77.140746,2026-08-31 14:08:50,Monday,Foggy,Aerocity Hub,4.45,44.53,Hauz Khas Village,19.9,Aerocity Hub
CASE_IND_0342,PERSON_IND_0342,Teen (13-17),28.526697,77.135089,2026-09-01 06:31:04,Tuesday,Clear,Connaught Place Hub,14.6,28.67,Aerocity Hub,3.5,Aerocity Hub
CASE_IND_0343,PERSON_IND_0343,Young Adult (18-35),28.653126,77.225126,2026-08-30 19:26:28,Sunday,Rainy,Aerocity Hub,12.7,4.68,Aerocity Hub,38.6,Connaught Place Hub
CASE_IND_0344,PERSON_IND_0344,Young Adult (18-35),28.562691,77.070271,2026-08-30 19:01:49,Sunday,Rainy,Dwarka Sector 21,10.19,25.62,Hauz Khas Village,39.0,Dwarka Sector 21
CASE_IND_0345,PERSON_IND_0345,Child (5-12),28.556717,77.111891,2026-08-31 01:36:49,Monday,Foggy,Aerocity Hub,4.88,9.58,Dwarka Sector 21,32.4,Aerocity Hub
CASE_IND_0346,PERSON_IND_0346,Young Adult (18-35),28.495525,77.06519,2026-08-30 14:24:41,Sunday,Rainy,Hauz Khas Village,1.83,36.2,Cyber City Gurgaon,43.6,Cyber City Gurgaon
CASE_IND_0347,PERSON_IND_0347,Senior (60+),28.606827,77.231454,2026-08-30 17:53:18,Sunday,Rainy,Connaught Place Hub,1.55,18.97,Connaught Place Hub,40.1,Connaught Place Hub
CASE_IND_0348,PERSON_IND_0348,Adult (36-60),28.548208,77.211585,2026-08-30 03:39:38,Sunday,Clear,Hauz Khas Village,16.32,34.13,Cyber City Gurgaon,54.3,Hauz Khas Village
CASE_IND_0349,PERSON_IND_0349,Adult (36-60),28.594097,77.320302,2026-08-31 07:18:31,Monday,Foggy,Noida Sector 18,7.92,9.72,Noida Sector 18,26.7,Noida Sector 18
CASE_IND_0350,PERSON_IND_0350,Senior (60+),28.497753,77.093439,2026-09-01 03:44:31,Tuesday,Windy,Connaught Place Hub,7.69,32.47,Cyber City Gurgaon,6.3,Cyber City Gurgaon
CASE_IND_0351,PERSON_IND_0351,Teen (13-17),28.552351,77.0823,2026-09-01 05:13:13,Tuesday,Foggy,Aerocity Hub,18.32,40.0,Dwarka Sector 21,4.8,Dwarka Sector 21
CASE_IND_0352,PERSON_IND_0352,Teen (13-17),28.554818,77.331423,2026-09-01 05:46:34,Tuesday,Foggy,Dwarka Sector 21,15.45,27.0,Connaught Place Hub,4.2,Noida Sector 18
CASE_IND_0353,PERSON_IND_0353,Young Adult (18-35),28.551965,77.020866,2026-08-30 14:52:17,Sunday,Rainy,Connaught Place Hub,12.24,28.39,Dwarka Sector 21,43.1,Dwarka Sector 21
CASE_IND_0354,PERSON_IND_0354,Young Adult (18-35),28.47262,77.097426,2026-08-31 11:36:12,Monday,Clear,Cyber City Gurgaon,12.34,35.32,Cyber City Gurgaon,22.4,Cyber City Gurgaon
CASE_IND_0355,PERSON_IND_0355,Young Adult (18-35),28.572954,77.063018,2026-08-29 19:08:42,Saturday,Clear,Dwarka Sector 21,4.95,10.58,Aerocity Hub,62.9,Dwarka Sector 21
CASE_IND_0356,PERSON_IND_0356,Young Adult (18-35),28.483599,77.115277,2026-08-29 19:52:33,Saturday,Clear,Cyber City Gurgaon,1.3,44.84,Cyber City Gurgaon,62.1,Cyber City Gurgaon
CASE_IND_0357,PERSON_IND_0357,Teen (13-17),28.554945,77.207225,2026-08-30 05:07:05,Sunday,Foggy,Aerocity Hub,9.72,33.67,Hauz Khas Village,52.9,Hauz Khas Village
CASE_IND_0358,PERSON_IND_0358,Adult (36-60),28.547552,77.134915,2026-08-30 01:41:31,Sunday,Windy,Noida Sector 18,17.04,36.33,Cyber City Gurgaon,56.3,Aerocity Hub
CASE_IND_0359,PERSON_IND_0359,Young Adult (18-35),28.572637,77.292428,2026-08-30 20:21:38,Sunday,Rainy,Connaught Place Hub,14.94,36.12,Cyber City Gurgaon,37.6,Noida Sector 18
CASE_IND_0360,PERSON_IND_0360,Young Adult (18-35),28.488493,77.076509,2026-08-29 20:34:33,Saturday,Windy,Aerocity Hub,10.54,27.56,Dwarka Sector 21,61.4,Cyber City Gurgaon
CASE_IND_0361,PERSON_IND_0361,Senior (60+),28.565153,77.058271,2026-08-30 17:10:18,Sunday,Foggy,Dwarka Sector 21,10.07,11.41,Noida Sector 18,40.8,Dwarka Sector 21
CASE_IND_0362,PERSON_IND_0362,Child (5-12),28.55273,77.117334,2026-08-29 10:57:57,Saturday,Overcast,Aerocity Hub,4.53,30.66,Aerocity Hub,71.0,Aerocity Hub
CASE_IND_0363,PERSON_IND_0363,Senior (60+),28.548735,77.070141,2026-08-30 08:18:09,Sunday,Overcast,Noida Sector 18,10.26,5.62,Cyber City Gurgaon,49.7,Dwarka Sector 21
CASE_IND_0364,PERSON_IND_0364,Young Adult (18-35),28.532634,77.098469,2026-08-29 11:10:15,Saturday,Overcast,Noida Sector 18,18.47,42.76,Dwarka Sector 21,70.8,Aerocity Hub
CASE_IND_0365,PERSON_IND_0365,Adult (36-60),28.573346,77.12043,2026-09-01 07:11:18,Tuesday,Clear,Dwarka Sector 21,13.36,34.07,Hauz Khas Village,2.8,Aerocity Hub
CASE_IND_0366,PERSON_IND_0366,Senior (60+),28.630817,77.235995,2026-08-30 13:41:32,Sunday,Overcast,Aerocity Hub,11.67,6.63,Aerocity Hub,44.3,Connaught Place Hub
CASE_IND_0367,PERSON_IND_0367,Adult (36-60),28.559553,77.077115,2026-08-31 07:41:57,Monday,Foggy,Dwarka Sector 21,14.44,39.68,Aerocity Hub,26.3,Dwarka Sector 21
CASE_IND_0368,PERSON_IND_0368,Young Adult (18-35),28.496175,77.106766,2026-08-30 08:42:00,Sunday,Rainy,Cyber City Gurgaon,8.87,11.79,Connaught Place Hub,49.3,Cyber City Gurgaon
CASE_IND_0369,PERSON_IND_0369,Young Adult (18-35),28.637386,77.220698,2026-08-31 16:30:16,Monday,Windy,Connaught Place Hub,2.52,9.0,Cyber City Gurgaon,17.5,Connaught Place Hub
CASE_IND_0370,PERSON_IND_0370,Young Adult (18-35),28.566868,77.310793,2026-08-31 18:17:38,Monday,Overcast,Hauz Khas Village,7.52,29.89,Noida Sector 18,15.7,Noida Sector 18
CASE_IND_0371,PERSON_IND_0371,Young Adult (18-35),28.641664,77.220647,2026-08-31 00:01:28,Monday,Rainy,Connaught Place Hub,15.77,37.41,Connaught Place Hub,34.0,Connaught Place Hub
CASE_IND_0372,PERSON_IND_0372,Child (5-12),28.589639,77.330375,2026-08-31 22:27:33,Monday,Clear,Hauz Khas Village,6.72,33.43,Noida Sector 18,11.5,Noida Sector 18
CASE_IND_0373,PERSON_IND_0373,Young Adult (18-35),28.55422,77.09455,2026-08-31 14:41:43,Monday,Clear,Aerocity Hub,8.46,9.84,Connaught Place Hub,19.3,Aerocity Hub
CASE_IND_0374,PERSON_IND_0374,Adult (36-60),28.509648,77.063188,2026-08-29 20:35:51,Saturday,Windy,Cyber City Gurgaon,8.76,41.08,Cyber City Gurgaon,61.4,Cyber City Gurgaon
CASE_IND_0375,PERSON_IND_0375,Adult (36-60),28.53704,77.20158,2026-08-29 12:32:13,Saturday,Rainy,Hauz Khas Village,17.95,16.73,Aerocity Hub,69.5,Hauz Khas Village
CASE_IND_0376,PERSON_IND_0376,Teen (13-17),28.569585,77.187665,2026-08-31 00:14:54,Monday,Foggy,Hauz Khas Village,8.16,29.05,Dwarka Sector 21,33.8,Hauz Khas Village
CASE_IND_0377,PERSON_IND_0377,Young Adult (18-35),28.560628,77.216606,2026-08-29 13:09:25,Saturday,Windy,Aerocity Hub,11.22,18.26,Dwarka Sector 21,68.8,Hauz Khas Village
CASE_IND_0378,PERSON_IND_0378,Adult (36-60),28.537849,77.109441,2026-08-29 22:18:11,Saturday,Foggy,Aerocity Hub,6.52,14.42,Aerocity Hub,59.7,Aerocity Hub
CASE_IND_0379,PERSON_IND_0379,Young Adult (18-35),28.556096,77.186429,2026-08-29 10:06:38,Saturday,Rainy,Noida Sector 18,13.11,40.42,Connaught Place Hub,71.9,Hauz Khas Village
CASE_IND_0380,PERSON_IND_0380,Teen (13-17),28.554962,77.066955,2026-08-31 19:25:31,Monday,Overcast,Cyber City Gurgaon,8.55,35.74,Noida Sector 18,14.6,Dwarka Sector 21
CASE_IND_0381,PERSON_IND_0381,Young Adult (18-35),28.537695,77.048402,2026-09-01 03:37:21,Tuesday,Clear,Noida Sector 18,13.18,18.41,Cyber City Gurgaon,6.4,Dwarka Sector 21
CASE_IND_0382,PERSON_IND_0382,Young Adult (18-35),28.586728,77.132229,2026-09-01 02:57:10,Tuesday,Clear,Aerocity Hub,9.53,9.07,Cyber City Gurgaon,7.0,Aerocity Hub
CASE_IND_0383,PERSON_IND_0383,Adult (36-60),28.571259,77.075506,2026-08-29 20:36:27,Saturday,Clear,Dwarka Sector 21,17.13,4.88,Dwarka Sector 21,61.4,Dwarka Sector 21
CASE_IND_0384,PERSON_IND_0384,Child (5-12),28.598521,77.316142,2026-08-30 19:23:47,Sunday,Foggy,Connaught Place Hub,7.09,14.22,Cyber City Gurgaon,38.6,Noida Sector 18
CASE_IND_0385,PERSON_IND_0385,Adult (36-60),28.575833,77.349008,2026-08-29 17:39:04,Saturday,Windy,Noida Sector 18,14.46,9.31,Noida Sector 18,64.3,Noida Sector 18
CASE_IND_0386,PERSON_IND_0386,Child (5-12),28.558669,77.049971,2026-08-30 11:23:40,Sunday,Windy,Dwarka Sector 21,4.6,4.19,Connaught Place Hub,46.6,Dwarka Sector 21
CASE_IND_0387,PERSON_IND_0387,Young Adult (18-35),28.51732,77.098282,2026-08-30 09:44:04,Sunday,Rainy,Dwarka Sector 21,5.82,18.09,Connaught Place Hub,48.3,Cyber City Gurgaon
CASE_IND_0388,PERSON_IND_0388,Young Adult (18-35),28.515698,77.075073,2026-08-29 21:19:50,Saturday,Windy,Cyber City Gurgaon,15.01,39.11,Cyber City Gurgaon,60.7,Cyber City Gurgaon
CASE_IND_0389,PERSON_IND_0389,Young Adult (18-35),28.558233,77.327181,2026-08-30 15:11:10,Sunday,Overcast,Hauz Khas Village,13.63,16.01,Hauz Khas Village,42.8,Noida Sector 18
CASE_IND_0390,PERSON_IND_0390,Young Adult (18-35),28.553636,77.044401,2026-08-29 11:41:11,Saturday,Foggy,Cyber City Gurgaon,5.57,39.07,Dwarka Sector 21,70.3,Dwarka Sector 21
CASE_IND_0391,PERSON_IND_0391,Young Adult (18-35),28.541821,77.032493,2026-08-31 04:55:38,Monday,Overcast,Dwarka Sector 21,11.7,22.5,Hauz Khas Village,29.1,Dwarka Sector 21
CASE_IND_0392,PERSON_IND_0392,Young Adult (18-35),28.568142,77.131062,2026-08-31 13:14:34,Monday,Clear,Aerocity Hub,7.3,4.91,Connaught Place Hub,20.8,Aerocity Hub
CASE_IND_0393,PERSON_IND_0393,Child (5-12),28.600873,77.322682,2026-08-30 07:28:54,Sunday,Clear,Noida Sector 18,9.21,10.05,Cyber City Gurgaon,50.5,Noida Sector 18
CASE_IND_0394,PERSON_IND_0394,Teen (13-17),28.630249,77.197815,2026-08-31 18:31:29,Monday,Clear,Connaught Place Hub,4.95,24.66,Cyber City Gurgaon,15.5,Connaught Place Hub
CASE_IND_0395,PERSON_IND_0395,Child (5-12),28.538475,77.091041,2026-08-31 23:02:18,Monday,Clear,Aerocity Hub,5.83,17.29,Cyber City Gurgaon,11.0,Aerocity Hub
CASE_IND_0396,PERSON_IND_0396,Young Adult (18-35),28.548217,77.205229,2026-08-30 21:04:20,Sunday,Rainy,Cyber City Gurgaon,17.11,41.9,Noida Sector 18,36.9,Hauz Khas Village
CASE_IND_0397,PERSON_IND_0397,Child (5-12),28.591351,77.327416,2026-08-31 13:47:38,Monday,Rainy,Noida Sector 18,2.61,32.02,Hauz Khas Village,20.2,Noida Sector 18
